Name          Surname    Final-Average       Finale-Median      Category    
Surname4704   Name4704   5.04                4.40               kietiakas   
Surname4705   Name4705   6.00                5.60               kietiakas   
Surname4706   Name4706   5.12                5.20               kietiakas   
Surname4707   Name4707   4.48                4.80               vargsiukas  
Surname4708   Name4708   6.76                7.00               kietiakas   
Surname4709   Name4709   4.84                5.00               vargsiukas  
Surname471    Name471    5.84                5.60               kietiakas   
Surname4710   Name4710   6.96                6.80               kietiakas   
Surname4711   Name4711   2.88                2.40               vargsiukas  
Surname4712   Name4712   6.92                7.00               kietiakas   
Surname4713   Name4713   7.60                6.80               kietiakas   
Surname4714   Name4714   5.84                6.00               kietiakas   
Surname4715   Name4715   6.72                7.20               kietiakas   
Surname4716   Name4716   8.08                8.00               kietiakas   
Surname4717   Name4717   7.20                6.80               kietiakas   
Surname4718   Name4718   4.00                4.80               vargsiukas  
Surname4719   Name4719   8.16                8.00               kietiakas   
Surname472    Name472    4.80                4.80               vargsiukas  
Surname4720   Name4720   2.44                2.20               vargsiukas  
Surname4721   Name4721   3.80                3.40               vargsiukas  
Surname4722   Name4722   7.40                7.40               kietiakas   
Surname4723   Name4723   6.52                7.00               kietiakas   
Surname4724   Name4724   4.44                5.00               vargsiukas  
Surname4725   Name4725   3.88                3.80               vargsiukas  
Surname4726   Name4726   5.64                5.40               kietiakas   
Surname4727   Name4727   6.16                6.80               kietiakas   
Surname4728   Name4728   2.84                3.00               vargsiukas  
Surname4729   Name4729   6.16                6.00               kietiakas   
Surname473    Name473    6.16                6.40               kietiakas   
Surname4730   Name4730   5.92                6.40               kietiakas   
Surname4731   Name4731   4.40                4.00               vargsiukas  
Surname4732   Name4732   3.84                3.20               vargsiukas  
Surname4733   Name4733   7.76                6.80               kietiakas   
Surname4734   Name4734   7.08                7.00               kietiakas   
Surname4735   Name4735   3.20                3.60               vargsiukas  
Surname4736   Name4736   4.36                4.60               vargsiukas  
Surname4737   Name4737   1.80                1.40               vargsiukas  
Surname4738   Name4738   4.28                3.80               vargsiukas  
Surname4739   Name4739   2.28                1.80               vargsiukas  
Surname474    Name474    5.84                6.00               kietiakas   
Surname4740   Name4740   4.04                4.20               vargsiukas  
Surname4741   Name4741   6.00                5.20               kietiakas   
Surname4742   Name4742   5.40                5.40               kietiakas   
Surname4743   Name4743   7.84                7.60               kietiakas   
Surname4744   Name4744   7.48                7.80               kietiakas   
Surname4745   Name4745   2.64                2.80               vargsiukas  
Surname4746   Name4746   7.64                7.00               kietiakas   
Surname4747   Name4747   8.68                8.60               kietiakas   
Surname4748   Name4748   7.20                7.20               kietiakas   
Surname4749   Name4749   5.36                5.60               kietiakas   
Surname475    Name475    6.08                6.40               kietiakas   
Surname4750   Name4750   7.76                8.00               kietiakas   
Surname4751   Name4751   3.40                3.80               vargsiukas  
Surname4752   Name4752   4.68                4.60               vargsiukas  
Surname4753   Name4753   5.56                5.80               kietiakas   
Surname4754   Name4754   8.16                8.00               kietiakas   
Surname4755   Name4755   7.76                6.40               kietiakas   
Surname4756   Name4756   3.24                3.40               vargsiukas  
Surname4757   Name4757   7.60                6.80               kietiakas   
Surname4758   Name4758   1.80                1.40               vargsiukas  
Surname4759   Name4759   2.92                3.00               vargsiukas  
Surname476    Name476    4.12                3.80               vargsiukas  
Surname4760   Name4760   5.28                5.60               kietiakas   
Surname4761   Name4761   7.12                7.20               kietiakas   
Surname4762   Name4762   4.08                4.40               vargsiukas  
Surname4763   Name4763   3.28                2.80               vargsiukas  
Surname4764   Name4764   4.56                4.80               vargsiukas  
Surname4765   Name4765   2.92                2.60               vargsiukas  
Surname4766   Name4766   5.32                5.40               kietiakas   
Surname4767   Name4767   8.72                8.80               kietiakas   
Surname4768   Name4768   8.88                8.40               kietiakas   
Surname4769   Name4769   8.12                7.80               kietiakas   
Surname477    Name477    1.32                1.40               vargsiukas  
Surname4770   Name4770   7.36                6.80               kietiakas   
Surname4771   Name4771   3.08                3.00               vargsiukas  
Surname4772   Name4772   4.16                4.40               vargsiukas  
Surname4773   Name4773   8.04                9.00               kietiakas   
Surname4774   Name4774   4.28                4.20               vargsiukas  
Surname4775   Name4775   4.32                3.60               vargsiukas  
Surname4776   Name4776   7.60                7.20               kietiakas   
Surname4777   Name4777   7.84                7.60               kietiakas   
Surname4778   Name4778   8.48                8.00               kietiakas   
Surname4779   Name4779   7.76                7.60               kietiakas   
Surname478    Name478    3.08                3.00               vargsiukas  
Surname4780   Name4780   6.36                5.80               kietiakas   
Surname4781   Name4781   8.64                8.00               kietiakas   
Surname4782   Name4782   3.00                3.80               vargsiukas  
Surname4783   Name4783   4.88                4.80               vargsiukas  
Surname4784   Name4784   2.84                3.40               vargsiukas  
Surname4785   Name4785   2.28                1.80               vargsiukas  
Surname4786   Name4786   7.80                7.80               kietiakas   
Surname4787   Name4787   7.20                7.20               kietiakas   
Surname4788   Name4788   7.28                7.60               kietiakas   
Surname4789   Name4789   7.60                8.00               kietiakas   
Surname479    Name479    6.40                6.40               kietiakas   
Surname4790   Name4790   7.80                7.80               kietiakas   
Surname4791   Name4791   7.76                7.60               kietiakas   
Surname4792   Name4792   2.64                2.80               vargsiukas  
Surname4793   Name4793   4.00                3.60               vargsiukas  
Surname4794   Name4794   7.76                7.60               kietiakas   
Surname4795   Name4795   3.16                3.00               vargsiukas  
Surname4796   Name4796   2.84                2.60               vargsiukas  
Surname4797   Name4797   3.28                2.80               vargsiukas  
Surname4798   Name4798   2.60                2.20               vargsiukas  
Surname4799   Name4799   4.48                4.80               vargsiukas  
Surname48     Name48     4.48                4.40               vargsiukas  
Surname480    Name480    7.44                6.80               kietiakas   
Surname4800   Name4800   8.32                9.20               kietiakas   
Surname4801   Name4801   5.84                5.60               kietiakas   
Surname4802   Name4802   7.76                8.00               kietiakas   
Surname4803   Name4803   4.32                4.40               vargsiukas  
Surname4804   Name4804   4.56                3.60               vargsiukas  
Surname4805   Name4805   4.56                4.40               vargsiukas  
Surname4806   Name4806   6.60                7.40               kietiakas   
Surname4807   Name4807   7.00                7.00               kietiakas   
Surname4808   Name4808   8.48                8.40               kietiakas   
Surname4809   Name4809   2.96                2.40               vargsiukas  
Surname481    Name481    4.76                5.00               vargsiukas  
Surname4810   Name4810   5.32                5.40               kietiakas   
Surname4811   Name4811   5.76                5.60               kietiakas   
Surname4812   Name4812   3.04                3.20               vargsiukas  
Surname4813   Name4813   4.96                4.40               vargsiukas  
Surname4814   Name4814   3.68                3.60               vargsiukas  
Surname4815   Name4815   7.08                7.80               kietiakas   
Surname4816   Name4816   8.40                7.60               kietiakas   
Surname4817   Name4817   8.40                8.00               kietiakas   
Surname4818   Name4818   5.56                5.80               kietiakas   
Surname4819   Name4819   3.04                3.60               vargsiukas  
Surname482    Name482    7.80                7.80               kietiakas   
Surname4820   Name4820   7.48                7.40               kietiakas   
Surname4821   Name4821   4.40                4.00               vargsiukas  
Surname4822   Name4822   5.36                5.60               kietiakas   
Surname4823   Name4823   3.40                4.20               vargsiukas  
Surname4824   Name4824   6.08                6.40               kietiakas   
Surname4825   Name4825   5.28                5.20               kietiakas   
Surname4826   Name4826   7.44                7.20               kietiakas   
Surname4827   Name4827   8.32                8.00               kietiakas   
Surname4828   Name4828   5.44                5.20               kietiakas   
Surname4829   Name4829   5.24                5.00               kietiakas   
Surname483    Name483    8.48                8.80               kietiakas   
Surname4830   Name4830   5.84                5.20               kietiakas   
Surname4831   Name4831   5.44                5.20               kietiakas   
Surname4832   Name4832   5.84                5.20               kietiakas   
Surname4833   Name4833   8.60                8.60               kietiakas   
Surname4834   Name4834   4.04                3.80               vargsiukas  
Surname4835   Name4835   5.52                5.20               kietiakas   
Surname4836   Name4836   5.64                5.00               kietiakas   
Surname4837   Name4837   5.84                6.00               kietiakas   
Surname4838   Name4838   6.92                7.00               kietiakas   
Surname4839   Name4839   5.96                5.80               kietiakas   
Surname484    Name484    7.36                6.80               kietiakas   
Surname4840   Name4840   7.92                7.60               kietiakas   
Surname4841   Name4841   7.72                8.60               kietiakas   
Surname4842   Name4842   6.16                6.40               kietiakas   
Surname4843   Name4843   3.08                2.20               vargsiukas  
Surname4844   Name4844   5.44                4.80               kietiakas   
Surname4845   Name4845   5.36                6.00               kietiakas   
Surname4846   Name4846   8.12                8.20               kietiakas   
Surname4847   Name4847   6.36                6.60               kietiakas   
Surname4848   Name4848   5.04                4.80               kietiakas   
Surname4849   Name4849   5.48                5.80               kietiakas   
Surname485    Name485    3.08                3.40               vargsiukas  
Surname4850   Name4850   7.92                8.00               kietiakas   
Surname4851   Name4851   3.92                3.60               vargsiukas  
Surname4852   Name4852   6.04                6.20               kietiakas   
Surname4853   Name4853   8.24                8.00               kietiakas   
Surname4854   Name4854   5.44                5.60               kietiakas   
Surname4855   Name4855   4.52                4.20               vargsiukas  
Surname4856   Name4856   4.00                3.60               vargsiukas  
Surname4857   Name4857   2.20                2.60               vargsiukas  
Surname4858   Name4858   7.56                7.00               kietiakas   
Surname4859   Name4859   6.48                6.80               kietiakas   
Surname486    Name486    5.72                5.80               kietiakas   
Surname4860   Name4860   8.56                8.40               kietiakas   
Surname4861   Name4861   6.28                5.40               kietiakas   
Surname4862   Name4862   7.36                7.60               kietiakas   
Surname4863   Name4863   2.88                2.00               vargsiukas  
Surname4864   Name4864   5.40                5.40               kietiakas   
Surname4865   Name4865   8.40                8.00               kietiakas   
Surname4866   Name4866   5.64                5.00               kietiakas   
Surname4867   Name4867   3.16                3.40               vargsiukas  
Surname4868   Name4868   3.68                3.20               vargsiukas  
Surname4869   Name4869   5.04                5.20               kietiakas   
Surname487    Name487    3.80                4.20               vargsiukas  
Surname4870   Name4870   6.96                7.20               kietiakas   
Surname4871   Name4871   6.56                6.80               kietiakas   
Surname4872   Name4872   5.72                6.20               kietiakas   
Surname4873   Name4873   4.04                5.00               vargsiukas  
Surname4874   Name4874   8.24                8.40               kietiakas   
Surname4875   Name4875   4.96                5.60               vargsiukas  
Surname4876   Name4876   6.28                6.60               kietiakas   
Surname4877   Name4877   7.88                7.80               kietiakas   
Surname4878   Name4878   4.36                5.00               vargsiukas  
Surname4879   Name4879   4.84                5.00               vargsiukas  
Surname488    Name488    5.44                5.60               kietiakas   
Surname4880   Name4880   7.72                8.60               kietiakas   
Surname4881   Name4881   4.24                4.40               vargsiukas  
Surname4882   Name4882   3.12                3.20               vargsiukas  
Surname4883   Name4883   5.72                5.80               kietiakas   
Surname4884   Name4884   6.52                6.60               kietiakas   
Surname4885   Name4885   4.92                5.00               vargsiukas  
Surname4886   Name4886   4.36                3.80               vargsiukas  
Surname4887   Name4887   3.16                3.40               vargsiukas  
Surname4888   Name4888   4.92                4.20               vargsiukas  
Surname4889   Name4889   3.16                3.80               vargsiukas  
Surname489    Name489    3.00                3.00               vargsiukas  
Surname4890   Name4890   5.64                5.80               kietiakas   
Surname4891   Name4891   3.96                4.20               vargsiukas  
Surname4892   Name4892   7.68                7.60               kietiakas   
Surname4893   Name4893   6.84                7.00               kietiakas   
Surname4894   Name4894   7.80                8.20               kietiakas   
Surname4895   Name4895   8.56                8.80               kietiakas   
Surname4896   Name4896   3.88                4.60               vargsiukas  
Surname4897   Name4897   6.56                5.60               kietiakas   
Surname4898   Name4898   2.36                2.60               vargsiukas  
Surname4899   Name4899   5.84                5.60               kietiakas   
Surname49     Name49     6.64                6.40               kietiakas   
Surname490    Name490    7.60                7.20               kietiakas   
Surname4900   Name4900   1.88                1.40               vargsiukas  
Surname4901   Name4901   6.24                5.60               kietiakas   
Surname4902   Name4902   6.44                7.00               kietiakas   
Surname4903   Name4903   5.52                5.20               kietiakas   
Surname4904   Name4904   5.40                5.40               kietiakas   
Surname4905   Name4905   6.68                7.00               kietiakas   
Surname4906   Name4906   4.88                5.20               vargsiukas  
Surname4907   Name4907   8.08                7.60               kietiakas   
Surname4908   Name4908   7.28                8.00               kietiakas   
Surname4909   Name4909   5.20                5.60               kietiakas   
Surname491    Name491    5.44                6.00               kietiakas   
Surname4910   Name4910   6.16                6.80               kietiakas   
Surname4911   Name4911   6.64                6.80               kietiakas   
Surname4912   Name4912   7.20                6.40               kietiakas   
Surname4913   Name4913   7.68                7.60               kietiakas   
Surname4914   Name4914   3.80                3.80               vargsiukas  
Surname4915   Name4915   6.00                5.60               kietiakas   
Surname4916   Name4916   4.72                4.40               vargsiukas  
Surname4917   Name4917   5.24                5.00               kietiakas   
Surname4918   Name4918   6.76                6.60               kietiakas   
Surname4919   Name4919   2.60                3.00               vargsiukas  
Surname492    Name492    2.84                2.60               vargsiukas  
Surname4920   Name4920   5.68                6.00               kietiakas   
Surname4921   Name4921   3.68                3.60               vargsiukas  
Surname4922   Name4922   5.44                5.20               kietiakas   
Surname4923   Name4923   3.52                2.80               vargsiukas  
Surname4924   Name4924   4.80                5.20               vargsiukas  
Surname4925   Name4925   3.80                3.80               vargsiukas  
Surname4926   Name4926   3.04                3.60               vargsiukas  
Surname4927   Name4927   6.48                6.80               kietiakas   
Surname4928   Name4928   7.48                7.00               kietiakas   
Surname4929   Name4929   6.88                6.80               kietiakas   
Surname493    Name493    4.52                3.80               vargsiukas  
Surname4930   Name4930   6.52                6.20               kietiakas   
Surname4931   Name4931   2.60                1.80               vargsiukas  
Surname4932   Name4932   9.12                9.60               kietiakas   
Surname4933   Name4933   3.44                3.60               vargsiukas  
Surname4934   Name4934   5.72                5.00               kietiakas   
Surname4935   Name4935   5.84                6.80               kietiakas   
Surname4936   Name4936   8.32                8.00               kietiakas   
Surname4937   Name4937   8.28                7.80               kietiakas   
Surname4938   Name4938   7.48                7.80               kietiakas   
Surname4939   Name4939   4.24                4.40               vargsiukas  
Surname494    Name494    3.92                4.40               vargsiukas  
Surname4940   Name4940   3.08                2.20               vargsiukas  
Surname4941   Name4941   7.20                7.60               kietiakas   
Surname4942   Name4942   5.08                5.00               kietiakas   
Surname4943   Name4943   6.52                6.60               kietiakas   
Surname4944   Name4944   9.12                9.20               kietiakas   
Surname4945   Name4945   4.16                4.00               vargsiukas  
Surname4946   Name4946   5.12                5.20               kietiakas   
Surname4947   Name4947   6.00                6.40               kietiakas   
Surname4948   Name4948   4.40                4.00               vargsiukas  
Surname4949   Name4949   7.80                7.80               kietiakas   
Surname495    Name495    3.68                4.00               vargsiukas  
Surname4950   Name4950   3.96                4.60               vargsiukas  
Surname4951   Name4951   6.16                6.00               kietiakas   
Surname4952   Name4952   6.68                7.00               kietiakas   
Surname4953   Name4953   4.56                5.20               vargsiukas  
Surname4954   Name4954   7.40                7.40               kietiakas   
Surname4955   Name4955   4.16                4.00               vargsiukas  
Surname4956   Name4956   6.48                5.60               kietiakas   
Surname4957   Name4957   6.24                6.00               kietiakas   
Surname4958   Name4958   8.24                7.60               kietiakas   
Surname4959   Name4959   6.80                6.80               kietiakas   
Surname496    Name496    5.92                6.40               kietiakas   
Surname4960   Name4960   7.60                8.00               kietiakas   
Surname4961   Name4961   3.96                4.60               vargsiukas  
Surname4962   Name4962   8.52                8.60               kietiakas   
Surname4963   Name4963   3.56                3.40               vargsiukas  
Surname4964   Name4964   3.76                3.60               vargsiukas  
Surname4965   Name4965   6.68                7.40               kietiakas   
Surname4966   Name4966   7.56                7.80               kietiakas   
Surname4967   Name4967   7.16                7.80               kietiakas   
Surname4968   Name4968   4.48                4.80               vargsiukas  
Surname4969   Name4969   7.28                6.80               kietiakas   
Surname497    Name497    7.84                8.00               kietiakas   
Surname4970   Name4970   5.52                5.20               kietiakas   
Surname4971   Name4971   7.56                7.40               kietiakas   
Surname4972   Name4972   6.60                6.60               kietiakas   
Surname4973   Name4973   3.72                3.80               vargsiukas  
Surname4974   Name4974   3.72                3.80               vargsiukas  
Surname4975   Name4975   4.00                4.00               vargsiukas  
Surname4976   Name4976   2.96                3.20               vargsiukas  
Surname4977   Name4977   7.56                7.80               kietiakas   
Surname4978   Name4978   4.20                4.60               vargsiukas  
Surname4979   Name4979   5.36                5.60               kietiakas   
Surname498    Name498    6.92                7.00               kietiakas   
Surname4980   Name4980   8.00                8.00               kietiakas   
Surname4981   Name4981   3.16                3.40               vargsiukas  
Surname4982   Name4982   8.12                9.00               kietiakas   
Surname4983   Name4983   8.84                9.00               kietiakas   
Surname4984   Name4984   5.44                5.60               kietiakas   
Surname4985   Name4985   6.88                6.80               kietiakas   
Surname4986   Name4986   4.60                5.00               vargsiukas  
Surname4987   Name4987   4.44                5.40               vargsiukas  
Surname4988   Name4988   6.44                6.20               kietiakas   
Surname4989   Name4989   3.40                3.40               vargsiukas  
Surname499    Name499    4.76                5.00               vargsiukas  
Surname4990   Name4990   2.64                2.00               vargsiukas  
Surname4991   Name4991   4.04                4.20               vargsiukas  
Surname4992   Name4992   6.60                6.20               kietiakas   
Surname4993   Name4993   6.80                7.20               kietiakas   
Surname4994   Name4994   4.48                4.40               vargsiukas  
Surname4995   Name4995   6.12                6.20               kietiakas   
Surname4996   Name4996   8.28                8.20               kietiakas   
Surname4997   Name4997   3.72                3.80               vargsiukas  
Surname4998   Name4998   7.28                7.20               kietiakas   
Surname4999   Name4999   5.20                5.20               kietiakas   
Surname5      Name5      7.20                7.60               kietiakas   
Surname50     Name50     6.88                7.20               kietiakas   
Surname500    Name500    3.32                3.80               vargsiukas  
Surname5000   Name5000   6.88                7.20               kietiakas   
Surname5001   Name5001   4.32                4.80               vargsiukas  
Surname5002   Name5002   4.60                4.20               vargsiukas  
Surname5003   Name5003   7.04                7.20               kietiakas   
Surname5004   Name5004   5.00                5.00               kietiakas   
Surname5005   Name5005   5.20                5.60               kietiakas   
Surname5006   Name5006   8.20                8.60               kietiakas   
Surname5007   Name5007   3.28                3.60               vargsiukas  
Surname5008   Name5008   2.36                2.60               vargsiukas  
Surname5009   Name5009   3.04                3.20               vargsiukas  
Surname501    Name501    7.04                7.20               kietiakas   
Surname5010   Name5010   3.52                3.60               vargsiukas  
Surname5011   Name5011   7.64                7.40               kietiakas   
Surname5012   Name5012   3.56                3.80               vargsiukas  
Surname5013   Name5013   6.80                6.80               kietiakas   
Surname5014   Name5014   6.56                6.40               kietiakas   
Surname5015   Name5015   1.56                1.40               vargsiukas  
Surname5016   Name5016   1.96                1.40               vargsiukas  
Surname5017   Name5017   2.76                3.00               vargsiukas  
Surname5018   Name5018   3.72                3.40               vargsiukas  
Surname5019   Name5019   6.68                6.60               kietiakas   
Surname502    Name502    6.16                6.40               kietiakas   
Surname5020   Name5020   3.88                3.80               vargsiukas  
Surname5021   Name5021   4.88                4.80               vargsiukas  
Surname5022   Name5022   4.84                4.60               vargsiukas  
Surname5023   Name5023   8.00                8.80               kietiakas   
Surname5024   Name5024   2.64                2.00               vargsiukas  
Surname5025   Name5025   7.76                8.00               kietiakas   
Surname5026   Name5026   4.96                4.80               vargsiukas  
Surname5027   Name5027   5.64                5.40               kietiakas   
Surname5028   Name5028   4.88                4.80               vargsiukas  
Surname5029   Name5029   5.28                5.60               kietiakas   
Surname503    Name503    7.96                8.20               kietiakas   
Surname5030   Name5030   3.64                4.20               vargsiukas  
Surname5031   Name5031   4.44                4.20               vargsiukas  
Surname5032   Name5032   7.44                7.60               kietiakas   
Surname5033   Name5033   3.04                3.20               vargsiukas  
Surname5034   Name5034   4.72                4.40               vargsiukas  
Surname5035   Name5035   8.48                8.40               kietiakas   
Surname5036   Name5036   3.88                3.80               vargsiukas  
Surname5037   Name5037   4.36                4.60               vargsiukas  
Surname5038   Name5038   5.64                6.20               kietiakas   
Surname5039   Name5039   4.88                5.60               vargsiukas  
Surname504    Name504    4.32                4.00               vargsiukas  
Surname5040   Name5040   7.64                8.60               kietiakas   
Surname5041   Name5041   7.24                7.00               kietiakas   
Surname5042   Name5042   4.24                4.00               vargsiukas  
Surname5043   Name5043   6.64                7.20               kietiakas   
Surname5044   Name5044   4.88                4.80               vargsiukas  
Surname5045   Name5045   6.88                7.60               kietiakas   
Surname5046   Name5046   4.20                3.80               vargsiukas  
Surname5047   Name5047   7.52                7.20               kietiakas   
Surname5048   Name5048   4.88                5.60               vargsiukas  
Surname5049   Name5049   4.72                5.60               vargsiukas  
Surname505    Name505    2.52                2.20               vargsiukas  
Surname5050   Name5050   9.28                10.00              kietiakas   
Surname5051   Name5051   8.28                8.20               kietiakas   
Surname5052   Name5052   4.52                4.60               vargsiukas  
Surname5053   Name5053   4.48                4.40               vargsiukas  
Surname5054   Name5054   8.08                7.60               kietiakas   
Surname5055   Name5055   8.44                8.60               kietiakas   
Surname5056   Name5056   5.72                6.20               kietiakas   
Surname5057   Name5057   3.72                3.80               vargsiukas  
Surname5058   Name5058   6.12                6.20               kietiakas   
Surname5059   Name5059   7.48                8.20               kietiakas   
Surname506    Name506    4.96                5.60               vargsiukas  
Surname5060   Name5060   4.80                4.80               vargsiukas  
Surname5061   Name5061   5.88                5.40               kietiakas   
Surname5062   Name5062   8.32                8.40               kietiakas   
Surname5063   Name5063   2.72                2.00               vargsiukas  
Surname5064   Name5064   4.92                4.20               vargsiukas  
Surname5065   Name5065   3.12                3.20               vargsiukas  
Surname5066   Name5066   8.64                9.20               kietiakas   
Surname5067   Name5067   7.52                8.00               kietiakas   
Surname5068   Name5068   8.12                9.40               kietiakas   
Surname5069   Name5069   4.40                4.80               vargsiukas  
Surname507    Name507    8.88                8.80               kietiakas   
Surname5070   Name5070   4.32                4.40               vargsiukas  
Surname5071   Name5071   2.56                2.40               vargsiukas  
Surname5072   Name5072   7.76                7.60               kietiakas   
Surname5073   Name5073   3.44                3.60               vargsiukas  
Surname5074   Name5074   5.36                4.80               kietiakas   
Surname5075   Name5075   6.52                6.60               kietiakas   
Surname5076   Name5076   4.84                5.40               vargsiukas  
Surname5077   Name5077   5.72                5.00               kietiakas   
Surname5078   Name5078   4.40                3.60               vargsiukas  
Surname5079   Name5079   2.64                2.40               vargsiukas  
Surname508    Name508    7.60                7.60               kietiakas   
Surname5080   Name5080   5.88                6.20               kietiakas   
Surname5081   Name5081   6.20                7.00               kietiakas   
Surname5082   Name5082   6.56                6.40               kietiakas   
Surname5083   Name5083   8.00                7.20               kietiakas   
Surname5084   Name5084   3.28                3.20               vargsiukas  
Surname5085   Name5085   4.52                5.40               vargsiukas  
Surname5086   Name5086   6.80                6.80               kietiakas   
Surname5087   Name5087   7.60                7.60               kietiakas   
Surname5088   Name5088   4.60                5.00               vargsiukas  
Surname5089   Name5089   6.08                5.60               kietiakas   
Surname509    Name509    2.12                1.80               vargsiukas  
Surname5090   Name5090   2.08                2.00               vargsiukas  
Surname5091   Name5091   7.52                7.60               kietiakas   
Surname5092   Name5092   6.12                6.60               kietiakas   
Surname5093   Name5093   3.92                3.60               vargsiukas  
Surname5094   Name5094   3.56                3.40               vargsiukas  
Surname5095   Name5095   8.32                8.00               kietiakas   
Surname5096   Name5096   6.28                6.20               kietiakas   
Surname5097   Name5097   3.48                3.40               vargsiukas  
Surname5098   Name5098   4.40                4.00               vargsiukas  
Surname5099   Name5099   4.12                3.80               vargsiukas  
Surname51     Name51     7.16                7.00               kietiakas   
Surname510    Name510    7.60                8.00               kietiakas   
Surname5100   Name5100   3.84                4.00               vargsiukas  
Surname5101   Name5101   6.72                6.80               kietiakas   
Surname5102   Name5102   3.36                3.60               vargsiukas  
Surname5103   Name5103   2.92                2.60               vargsiukas  
Surname5104   Name5104   5.28                5.20               kietiakas   
Surname5105   Name5105   4.00                4.40               vargsiukas  
Surname5106   Name5106   7.36                7.60               kietiakas   
Surname5107   Name5107   6.96                7.60               kietiakas   
Surname5108   Name5108   6.72                6.40               kietiakas   
Surname5109   Name5109   2.68                2.60               vargsiukas  
Surname511    Name511    7.88                8.20               kietiakas   
Surname5110   Name5110   2.84                2.20               vargsiukas  
Surname5111   Name5111   3.72                3.80               vargsiukas  
Surname5112   Name5112   3.60                3.60               vargsiukas  
Surname5113   Name5113   6.64                6.80               kietiakas   
Surname5114   Name5114   6.12                5.40               kietiakas   
Surname5115   Name5115   6.04                6.60               kietiakas   
Surname5116   Name5116   4.12                4.60               vargsiukas  
Surname5117   Name5117   4.40                4.00               vargsiukas  
Surname5118   Name5118   5.08                5.00               kietiakas   
Surname5119   Name5119   5.40                5.40               kietiakas   
Surname512    Name512    5.24                5.40               kietiakas   
Surname5120   Name5120   5.32                5.40               kietiakas   
Surname5121   Name5121   5.56                5.00               kietiakas   
Surname5122   Name5122   6.60                6.60               kietiakas   
Surname5123   Name5123   5.72                5.40               kietiakas   
Surname5124   Name5124   3.28                2.80               vargsiukas  
Surname5125   Name5125   1.80                1.00               vargsiukas  
Surname5126   Name5126   5.20                5.60               kietiakas   
Surname5127   Name5127   5.84                5.60               kietiakas   
Surname5128   Name5128   4.84                5.00               vargsiukas  
Surname5129   Name5129   2.12                2.20               vargsiukas  
Surname513    Name513    6.00                6.40               kietiakas   
Surname5130   Name5130   5.92                5.60               kietiakas   
Surname5131   Name5131   8.28                9.00               kietiakas   
Surname5132   Name5132   5.80                5.40               kietiakas   
Surname5133   Name5133   8.40                8.40               kietiakas   
Surname5134   Name5134   8.64                8.80               kietiakas   
Surname5135   Name5135   3.96                4.20               vargsiukas  
Surname5136   Name5136   2.76                2.20               vargsiukas  
Surname5137   Name5137   5.20                5.20               kietiakas   
Surname5138   Name5138   5.28                4.40               kietiakas   
Surname5139   Name5139   3.36                4.00               vargsiukas  
Surname514    Name514    2.80                2.40               vargsiukas  
Surname5140   Name5140   3.80                3.80               vargsiukas  
Surname5141   Name5141   5.32                5.00               kietiakas   
Surname5142   Name5142   5.04                4.80               kietiakas   
Surname5143   Name5143   8.48                8.80               kietiakas   
Surname5144   Name5144   5.32                5.40               kietiakas   
Surname5145   Name5145   6.32                6.00               kietiakas   
Surname5146   Name5146   6.64                6.00               kietiakas   
Surname5147   Name5147   9.12                9.20               kietiakas   
Surname5148   Name5148   7.52                8.00               kietiakas   
Surname5149   Name5149   6.56                6.40               kietiakas   
Surname515    Name515    2.08                2.00               vargsiukas  
Surname5150   Name5150   6.84                7.00               kietiakas   
Surname5151   Name5151   3.64                4.20               vargsiukas  
Surname5152   Name5152   6.72                6.40               kietiakas   
Surname5153   Name5153   2.56                2.40               vargsiukas  
Surname5154   Name5154   6.92                7.40               kietiakas   
Surname5155   Name5155   3.72                3.00               vargsiukas  
Surname5156   Name5156   6.40                6.00               kietiakas   
Surname5157   Name5157   8.40                8.40               kietiakas   
Surname5158   Name5158   8.80                9.20               kietiakas   
Surname5159   Name5159   3.20                2.80               vargsiukas  
Surname516    Name516    6.28                6.20               kietiakas   
Surname5160   Name5160   7.28                7.20               kietiakas   
Surname5161   Name5161   7.76                8.40               kietiakas   
Surname5162   Name5162   3.96                3.80               vargsiukas  
Surname5163   Name5163   6.16                6.00               kietiakas   
Surname5164   Name5164   3.80                3.40               vargsiukas  
Surname5165   Name5165   6.84                7.00               kietiakas   
Surname5166   Name5166   4.68                5.00               vargsiukas  
Surname5167   Name5167   7.44                6.80               kietiakas   
Surname5168   Name5168   3.28                3.60               vargsiukas  
Surname5169   Name5169   7.56                7.40               kietiakas   
Surname517    Name517    4.52                3.80               vargsiukas  
Surname5170   Name5170   6.56                6.80               kietiakas   
Surname5171   Name5171   4.00                4.00               vargsiukas  
Surname5172   Name5172   1.96                1.80               vargsiukas  
Surname5173   Name5173   8.00                7.60               kietiakas   
Surname5174   Name5174   6.04                6.20               kietiakas   
Surname5175   Name5175   7.88                7.80               kietiakas   
Surname5176   Name5176   4.20                3.80               vargsiukas  
Surname5177   Name5177   4.80                4.80               vargsiukas  
Surname5178   Name5178   5.92                6.40               kietiakas   
Surname5179   Name5179   4.92                5.80               vargsiukas  
Surname518    Name518    7.80                7.80               kietiakas   
Surname5180   Name5180   3.44                4.40               vargsiukas  
Surname5181   Name5181   7.72                8.60               kietiakas   
Surname5182   Name5182   2.96                2.40               vargsiukas  
Surname5183   Name5183   6.48                6.00               kietiakas   
