Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname5969    Name5969       2    5    3    7    8    3        
Surname5970    Name5970       8    8    2    8    4    7        
Surname5971    Name5971       7    1    4    10   7    7        
Surname5972    Name5972       7    1    8    4    9    7        
Surname5973    Name5973       7    3    2    1    2    10       
Surname5974    Name5974       3    8    9    6    10   1        
Surname5975    Name5975       3    7    5    10   6    8        
Surname5976    Name5976       5    5    10   9    8    7        
Surname5977    Name5977       8    1    1    8    8    9        
Surname5978    Name5978       5    7    5    3    3    5        
Surname5979    Name5979       10   7    7    1    2    2        
Surname5980    Name5980       3    4    8    3    8    8        
Surname5981    Name5981       7    1    2    9    3    10       
Surname5982    Name5982       2    10   2    2    5    6        
Surname5983    Name5983       8    2    2    9    9    5        
Surname5984    Name5984       1    5    4    7    2    7        
Surname5985    Name5985       6    4    1    5    6    6        
Surname5986    Name5986       9    3    7    10   9    6        
Surname5987    Name5987       9    9    7    8    7    6        
Surname5988    Name5988       1    9    8    3    8    3        
Surname5989    Name5989       6    4    3    5    5    4        
Surname5990    Name5990       2    9    9    10   1    2        
Surname5991    Name5991       3    1    2    6    7    4        
Surname5992    Name5992       2    4    6    9    8    2        
Surname5993    Name5993       5    3    8    3    10   10       
Surname5994    Name5994       9    6    6    5    7    2        
Surname5995    Name5995       1    2    10   9    7    2        
Surname5996    Name5996       1    9    10   5    5    1        
Surname5997    Name5997       4    2    1    7    2    3        
Surname5998    Name5998       7    5    9    3    8    10       
Surname5999    Name5999       8    3    5    8    6    8        
Surname6000    Name6000       9    5    3    7    1    7        
Surname6001    Name6001       7    1    6    2    6    9        
Surname6002    Name6002       10   10   5    7    9    4        
Surname6003    Name6003       2    2    9    10   2    2        
Surname6004    Name6004       4    5    2    9    10   7        
Surname6005    Name6005       1    5    5    10   7    3        
Surname6006    Name6006       10   8    10   6    2    6        
Surname6007    Name6007       4    7    2    6    2    7        
Surname6008    Name6008       5    9    1    4    4    1        
Surname6009    Name6009       8    2    2    3    3    9        
Surname6010    Name6010       2    2    9    1    10   10       
Surname6011    Name6011       9    1    3    8    7    4        
Surname6012    Name6012       1    3    8    7    7    7        
Surname6013    Name6013       7    8    9    8    9    8        
Surname6014    Name6014       6    6    3    9    10   10       
Surname6015    Name6015       10   5    8    5    1    10       
Surname6016    Name6016       2    3    7    2    2    10       
Surname6017    Name6017       6    2    6    10   6    4        
Surname6018    Name6018       6    1    9    9    1    4        
Surname6019    Name6019       2    10   6    6    8    4        
Surname6020    Name6020       4    7    4    10   2    5        
Surname6021    Name6021       4    4    1    5    7    9        
Surname6022    Name6022       5    5    1    10   6    3        
Surname6023    Name6023       7    10   3    3    5    2        
Surname6024    Name6024       10   7    9    5    10   4        
Surname6025    Name6025       2    3    5    6    2    5        
Surname6026    Name6026       4    9    6    6    1    2        
Surname6027    Name6027       8    4    1    4    2    8        
Surname6028    Name6028       4    3    8    1    8    8        
Surname6029    Name6029       1    1    4    10   8    9        
Surname6030    Name6030       6    5    9    4    1    10       
Surname6031    Name6031       7    2    5    5    1    3        
Surname6032    Name6032       2    8    6    9    10   8        
Surname6033    Name6033       2    7    4    8    10   7        
Surname6034    Name6034       9    2    4    9    3    8        
Surname6035    Name6035       3    8    2    9    3    7        
Surname6036    Name6036       2    4    10   1    3    7        
Surname6037    Name6037       1    8    9    8    4    10       
Surname6038    Name6038       7    9    8    1    1    8        
Surname6039    Name6039       5    4    7    10   7    4        
Surname6040    Name6040       7    4    10   3    7    7        
Surname6041    Name6041       7    3    7    7    10   7        
Surname6042    Name6042       7    7    6    10   1    5        
Surname6043    Name6043       10   4    9    4    9    7        
Surname6044    Name6044       9    8    4    5    2    2        
Surname6045    Name6045       5    10   9    2    6    7        
Surname6046    Name6046       8    2    6    9    5    3        
Surname6047    Name6047       10   3    1    6    9    6        
Surname6048    Name6048       6    9    9    7    5    5        
Surname6049    Name6049       1    8    8    10   7    4        
Surname6050    Name6050       1    10   1    7    1    4        
Surname6051    Name6051       10   1    3    6    9    9        
Surname6052    Name6052       5    9    9    1    8    2        
Surname6053    Name6053       5    10   10   9    6    9        
Surname6054    Name6054       4    8    8    9    6    8        
Surname6055    Name6055       4    6    5    9    7    3        
Surname6056    Name6056       1    3    1    2    4    2        
Surname6057    Name6057       5    7    9    10   7    4        
Surname6058    Name6058       1    7    3    2    9    9        
Surname6059    Name6059       7    6    5    8    4    6        
Surname6060    Name6060       7    2    1    2    4    3        
Surname6061    Name6061       4    3    1    7    6    7        
Surname6062    Name6062       4    6    4    9    10   4        
Surname6063    Name6063       8    10   3    6    6    4        
Surname6064    Name6064       7    4    7    5    5    2        
Surname6065    Name6065       9    8    8    3    2    5        
Surname6066    Name6066       7    8    6    8    7    10       
Surname6067    Name6067       4    10   1    7    9    7        
Surname6068    Name6068       1    8    7    3    6    8        
Surname6069    Name6069       1    6    8    7    9    5        
Surname6070    Name6070       4    3    10   2    7    2        
Surname6071    Name6071       7    1    3    7    2    8        
Surname6072    Name6072       7    2    4    6    1    4        
Surname6073    Name6073       4    1    7    1    6    5        
Surname6074    Name6074       10   8    9    7    9    1        
Surname6075    Name6075       7    8    4    7    6    5        
Surname6076    Name6076       2    6    8    8    7    6        
Surname6077    Name6077       3    6    9    2    9    1        
Surname6078    Name6078       6    6    4    7    2    7        
Surname6079    Name6079       8    7    5    2    9    7        
Surname6080    Name6080       10   10   2    4    6    7        
Surname6081    Name6081       2    2    1    2    1    10       
Surname6082    Name6082       9    6    4    5    5    1        
Surname6083    Name6083       6    10   8    7    5    5        
Surname6084    Name6084       5    9    9    6    9    10       
Surname6085    Name6085       4    5    2    2    2    6        
Surname6086    Name6086       9    5    8    1    5    6        
Surname6087    Name6087       8    3    4    9    5    7        
Surname6088    Name6088       3    6    5    5    4    7        
Surname6089    Name6089       1    10   3    3    10   5        
Surname6090    Name6090       2    10   5    3    9    3        
Surname6091    Name6091       9    1    1    10   1    3        
Surname6092    Name6092       7    2    1    5    2    5        
Surname6093    Name6093       5    5    7    4    9    6        
Surname6094    Name6094       7    3    2    8    3    2        
Surname6095    Name6095       2    8    8    4    10   9        
Surname6096    Name6096       10   7    10   8    1    5        
Surname6097    Name6097       10   5    5    3    2    2        
Surname6098    Name6098       3    8    10   10   3    4        
Surname6099    Name6099       3    10   1    6    2    3        
Surname6100    Name6100       6    2    2    10   3    9        
Surname6101    Name6101       9    9    8    2    4    9        
Surname6102    Name6102       10   8    6    3    9    9        
Surname6103    Name6103       2    2    4    5    9    3        
Surname6104    Name6104       6    2    3    7    7    9        
Surname6105    Name6105       4    10   2    9    7    6        
Surname6106    Name6106       9    1    4    10   1    9        
Surname6107    Name6107       3    9    7    2    2    9        
Surname6108    Name6108       4    5    8    9    10   2        
Surname6109    Name6109       1    3    9    10   7    8        
Surname6110    Name6110       7    9    8    5    3    3        
Surname6111    Name6111       4    6    6    10   9    7        
Surname6112    Name6112       6    1    8    10   4    7        
Surname6113    Name6113       2    5    10   3    3    6        
Surname6114    Name6114       10   10   3    7    3    9        
Surname6115    Name6115       3    8    10   8    9    8        
Surname6116    Name6116       2    3    3    9    10   1        
Surname6117    Name6117       6    4    2    10   4    6        
Surname6118    Name6118       5    5    5    10   1    8        
Surname6119    Name6119       10   5    10   9    7    7        
Surname6120    Name6120       5    6    7    10   7    9        
Surname6121    Name6121       6    7    5    1    7    4        
Surname6122    Name6122       5    1    3    4    4    8        
Surname6123    Name6123       9    5    5    10   8    9        
Surname6124    Name6124       4    9    7    1    8    7        
Surname6125    Name6125       2    2    8    10   10   5        
Surname6126    Name6126       3    2    9    7    7    7        
Surname6127    Name6127       10   8    5    6    3    1        
Surname6128    Name6128       9    5    5    4    10   1        
Surname6129    Name6129       2    10   6    1    3    10       
Surname6130    Name6130       6    6    6    8    6    9        
Surname6131    Name6131       8    3    10   5    5    5        
Surname6132    Name6132       6    3    9    5    4    1        
Surname6133    Name6133       4    6    2    5    2    9        
Surname6134    Name6134       2    10   7    8    1    6        
Surname6135    Name6135       1    4    7    8    4    3        
Surname6136    Name6136       7    1    8    2    7    2        
Surname6137    Name6137       7    4    7    7    2    6        
Surname6138    Name6138       5    2    8    5    1    10       
Surname6139    Name6139       1    4    7    5    5    1        
Surname6140    Name6140       1    1    8    3    8    8        
Surname6141    Name6141       3    8    10   2    1    7        
Surname6142    Name6142       10   8    5    1    6    8        
Surname6143    Name6143       5    8    2    6    6    7        
Surname6144    Name6144       2    6    7    2    2    1        
Surname6145    Name6145       7    4    10   9    9    3        
Surname6146    Name6146       1    9    10   6    4    6        
Surname6147    Name6147       8    5    1    6    8    5        
Surname6148    Name6148       4    2    2    4    3    3        
Surname6149    Name6149       10   4    4    6    10   10       
Surname6150    Name6150       10   1    3    1    3    3        
Surname6151    Name6151       6    6    2    1    9    1        
Surname6152    Name6152       1    5    5    4    7    9        
Surname6153    Name6153       3    8    9    4    6    2        
Surname6154    Name6154       1    1    8    3    1    5        
Surname6155    Name6155       3    9    4    10   5    3        
Surname6156    Name6156       4    5    3    8    6    4        
Surname6157    Name6157       9    8    8    6    8    6        
Surname6158    Name6158       8    3    4    6    1    7        
Surname6159    Name6159       10   10   9    8    4    10       
Surname6160    Name6160       7    8    5    9    4    4        
Surname6161    Name6161       7    5    2    9    3    1        
Surname6162    Name6162       4    10   8    9    9    6        
Surname6163    Name6163       8    3    3    2    2    5        
Surname6164    Name6164       2    2    10   8    1    1        
Surname6165    Name6165       4    10   4    6    7    10       
Surname6166    Name6166       6    4    3    2    5    1        
Surname6167    Name6167       3    8    2    7    4    1        
Surname6168    Name6168       4    4    2    7    1    5        
Surname6169    Name6169       2    4    6    3    2    5        
Surname6170    Name6170       6    10   3    5    6    10       
Surname6171    Name6171       8    5    3    2    8    6        
Surname6172    Name6172       10   1    10   2    5    9        
Surname6173    Name6173       10   2    5    5    9    8        
Surname6174    Name6174       9    4    7    3    1    5        
Surname6175    Name6175       3    3    9    9    2    7        
Surname6176    Name6176       9    4    3    10   5    2        
Surname6177    Name6177       10   2    4    3    8    3        
Surname6178    Name6178       1    6    5    5    8    4        
Surname6179    Name6179       4    5    10   4    2    4        
Surname6180    Name6180       5    1    1    8    3    2        
Surname6181    Name6181       2    9    7    2    10   9        
Surname6182    Name6182       1    4    5    2    3    6        
Surname6183    Name6183       3    5    5    5    4    1        
Surname6184    Name6184       4    6    9    6    6    1        
Surname6185    Name6185       7    2    7    3    5    6        
Surname6186    Name6186       3    10   1    4    10   8        
Surname6187    Name6187       1    3    10   10   9    7        
Surname6188    Name6188       6    9    8    2    4    8        
Surname6189    Name6189       3    7    7    5    3    9        
Surname6190    Name6190       3    7    9    2    9    3        
Surname6191    Name6191       8    5    6    6    8    8        
Surname6192    Name6192       5    1    1    5    6    6        
Surname6193    Name6193       3    8    6    5    5    6        
Surname6194    Name6194       7    8    10   6    4    4        
Surname6195    Name6195       5    9    4    9    1    1        
Surname6196    Name6196       10   10   3    10   6    1        
Surname6197    Name6197       4    9    7    4    3    6        
Surname6198    Name6198       1    1    1    8    3    6        
Surname6199    Name6199       4    7    7    8    6    5        
Surname6200    Name6200       9    6    1    1    7    6        
Surname6201    Name6201       5    1    9    5    4    3        
Surname6202    Name6202       4    4    5    4    9    6        
Surname6203    Name6203       1    9    2    2    4    8        
Surname6204    Name6204       7    9    9    1    10   9        
Surname6205    Name6205       10   3    6    7    10   5        
Surname6206    Name6206       8    9    1    2    10   5        
Surname6207    Name6207       6    5    10   8    8    3        
Surname6208    Name6208       3    9    3    4    8    6        
Surname6209    Name6209       9    3    4    5    1    6        
Surname6210    Name6210       10   8    4    4    7    9        
Surname6211    Name6211       4    6    10   9    8    10       
Surname6212    Name6212       3    6    8    2    8    1        
Surname6213    Name6213       8    2    1    10   5    4        
Surname6214    Name6214       1    10   6    8    8    2        
Surname6215    Name6215       6    8    10   6    4    3        
Surname6216    Name6216       3    6    6    8    3    4        
Surname6217    Name6217       1    9    8    1    7    3        
Surname6218    Name6218       5    9    3    4    5    6        
Surname6219    Name6219       1    6    1    1    9    8        
Surname6220    Name6220       5    10   5    5    10   3        
Surname6221    Name6221       9    5    9    1    8    5        
Surname6222    Name6222       2    4    10   4    6    1        
Surname6223    Name6223       4    10   5    9    9    9        
Surname6224    Name6224       4    7    3    5    10   2        
Surname6225    Name6225       2    4    8    2    7    6        
Surname6226    Name6226       7    9    8    9    6    3        
Surname6227    Name6227       7    3    8    4    6    9        
Surname6228    Name6228       4    9    6    5    5    9        
Surname6229    Name6229       2    10   2    7    7    2        
Surname6230    Name6230       3    8    1    6    9    5        
Surname6231    Name6231       2    6    8    2    6    10       
Surname6232    Name6232       8    2    2    2    8    2        
Surname6233    Name6233       4    8    9    5    10   9        
Surname6234    Name6234       2    1    10   10   3    3        
Surname6235    Name6235       4    3    3    6    3    10       
Surname6236    Name6236       4    6    7    7    6    2        
Surname6237    Name6237       3    8    6    2    2    8        
Surname6238    Name6238       10   2    10   4    10   8        
Surname6239    Name6239       5    1    3    10   10   8        
Surname6240    Name6240       4    6    8    3    3    1        
Surname6241    Name6241       10   9    1    9    8    4        
Surname6242    Name6242       9    4    3    10   8    10       
Surname6243    Name6243       6    10   10   6    2    4        
Surname6244    Name6244       10   1    8    4    3    5        
Surname6245    Name6245       8    7    3    6    4    7        
Surname6246    Name6246       7    4    8    2    7    8        
Surname6247    Name6247       9    5    4    2    2    7        
Surname6248    Name6248       9    6    4    1    6    4        
Surname6249    Name6249       6    8    2    5    9    4        
Surname6250    Name6250       10   4    6    9    2    3        
Surname6251    Name6251       7    9    7    6    1    4        
Surname6252    Name6252       6    2    6    8    7    5        
Surname6253    Name6253       5    4    1    5    9    10       
Surname6254    Name6254       9    6    2    9    2    7        
Surname6255    Name6255       7    5    3    10   9    2        
Surname6256    Name6256       1    9    8    5    4    2        
Surname6257    Name6257       7    7    7    7    7    1        
Surname6258    Name6258       9    1    7    7    2    1        
Surname6259    Name6259       6    3    5    4    10   3        
Surname6260    Name6260       2    10   9    3    5    10       
Surname6261    Name6261       7    3    5    2    9    8        
Surname6262    Name6262       10   1    1    2    10   8        
Surname6263    Name6263       2    9    1    4    8    7        
Surname6264    Name6264       5    8    2    9    2    4        
Surname6265    Name6265       7    10   9    6    1    3        
Surname6266    Name6266       10   10   8    2    6    2        
Surname6267    Name6267       3    8    1    2    3    7        
Surname6268    Name6268       6    7    10   1    5    7        
Surname6269    Name6269       2    1    7    7    3    2        
Surname6270    Name6270       5    10   2    8    4    5        
Surname6271    Name6271       2    1    6    6    7    4        
Surname6272    Name6272       1    8    3    6    8    3        
Surname6273    Name6273       8    3    7    7    7    5        
Surname6274    Name6274       2    5    8    7    1    3        
Surname6275    Name6275       3    10   3    6    4    7        
Surname6276    Name6276       3    3    4    6    3    6        
Surname6277    Name6277       1    10   6    3    5    2        
Surname6278    Name6278       5    2    2    6    5    4        
Surname6279    Name6279       1    6    1    6    2    2        
Surname6280    Name6280       6    10   8    2    6    8        
Surname6281    Name6281       10   1    10   10   9    8        
Surname6282    Name6282       10   4    1    10   9    7        
Surname6283    Name6283       7    10   7    3    9    6        
Surname6284    Name6284       4    5    8    3    1    8        
Surname6285    Name6285       7    1    4    8    7    9        
Surname6286    Name6286       8    2    4    4    6    6        
Surname6287    Name6287       7    1    9    8    6    7        
Surname6288    Name6288       2    1    10   6    1    1        
Surname6289    Name6289       6    3    10   4    4    1        
Surname6290    Name6290       7    2    1    8    8    5        
Surname6291    Name6291       9    9    10   6    10   1        
Surname6292    Name6292       7    10   6    8    8    10       
Surname6293    Name6293       2    4    6    3    4    5        
Surname6294    Name6294       2    5    3    1    8    8        
Surname6295    Name6295       6    3    7    10   6    9        
Surname6296    Name6296       9    4    7    10   9    9        
Surname6297    Name6297       6    5    9    1    10   8        
Surname6298    Name6298       1    7    7    4    5    10       
Surname6299    Name6299       6    10   4    8    1    1        
Surname6300    Name6300       4    6    1    1    7    6        
Surname6301    Name6301       1    4    10   6    6    3        
Surname6302    Name6302       8    10   7    4    1    7        
Surname6303    Name6303       6    1    1    2    5    1        
Surname6304    Name6304       3    6    2    5    2    3        
Surname6305    Name6305       2    6    6    1    4    3        
Surname6306    Name6306       6    6    5    1    10   3        
Surname6307    Name6307       9    2    4    7    8    9        
Surname6308    Name6308       9    1    9    4    1    5        
Surname6309    Name6309       3    9    4    6    2    3        
Surname6310    Name6310       5    7    2    4    2    9        
Surname6311    Name6311       10   9    7    7    5    10       
Surname6312    Name6312       10   7    8    4    1    3        
Surname6313    Name6313       1    2    3    3    9    7        
Surname6314    Name6314       9    9    7    9    2    7        
Surname6315    Name6315       10   4    1    7    5    10       
Surname6316    Name6316       2    2    1    4    3    7        
Surname6317    Name6317       4    7    8    5    1    7        
Surname6318    Name6318       2    1    8    7    2    8        
Surname6319    Name6319       1    8    2    2    10   8        
Surname6320    Name6320       7    10   10   1    8    3        
Surname6321    Name6321       9    3    4    9    4    4        
Surname6322    Name6322       3    5    8    3    5    5        
Surname6323    Name6323       8    10   8    7    3    9        
Surname6324    Name6324       1    1    3    2    4    10       
Surname6325    Name6325       4    3    8    2    4    4        
Surname6326    Name6326       7    9    3    9    7    4        
Surname6327    Name6327       2    9    10   7    6    2        
Surname6328    Name6328       4    1    3    5    1    8        
Surname6329    Name6329       3    2    6    8    1    6        
Surname6330    Name6330       7    1    3    10   8    7        
Surname6331    Name6331       1    7    1    10   8    3        
Surname6332    Name6332       5    10   8    8    6    3        
Surname6333    Name6333       8    3    1    7    2    1        
Surname6334    Name6334       10   10   1    3    4    10       
Surname6335    Name6335       8    7    8    3    3    8        
Surname6336    Name6336       3    3    7    10   5    7        
Surname6337    Name6337       6    1    7    9    5    3        
Surname6338    Name6338       4    9    10   5    3    8        
Surname6339    Name6339       6    6    4    3    2    2        
Surname6340    Name6340       2    2    1    5    5    5        
Surname6341    Name6341       3    9    5    8    8    6        
Surname6342    Name6342       8    5    8    9    10   2        
Surname6343    Name6343       1    2    3    2    5    3        
Surname6344    Name6344       6    3    10   1    2    8        
Surname6345    Name6345       6    8    10   10   9    9        
Surname6346    Name6346       7    8    10   2    5    9        
Surname6347    Name6347       6    5    6    3    4    9        
Surname6348    Name6348       5    3    1    9    4    6        
Surname6349    Name6349       4    10   3    10   10   9        
Surname6350    Name6350       3    5    5    9    3    1        
Surname6351    Name6351       8    6    10   4    1    6        
Surname6352    Name6352       7    4    5    4    4    5        
Surname6353    Name6353       7    10   5    5    5    8        
Surname6354    Name6354       3    3    1    1    5    10       
Surname6355    Name6355       10   1    2    8    5    6        
Surname6356    Name6356       2    10   5    1    1    7        
Surname6357    Name6357       7    10   6    7    7    10       
Surname6358    Name6358       4    3    5    10   1    7        
Surname6359    Name6359       5    2    7    4    8    6        
Surname6360    Name6360       3    4    4    8    2    1        
Surname6361    Name6361       3    9    6    3    1    10       
Surname6362    Name6362       1    8    5    8    10   5        
Surname6363    Name6363       2    7    9    2    7    1        
Surname6364    Name6364       2    6    9    10   4    10       
Surname6365    Name6365       3    9    3    9    3    1        
Surname6366    Name6366       1    9    4    4    3    10       
Surname6367    Name6367       9    9    3    5    1    6        
Surname6368    Name6368       10   10   2    5    1    7        
Surname6369    Name6369       10   7    8    10   4    3        
Surname6370    Name6370       1    4    8    2    8    7        
Surname6371    Name6371       7    6    8    2    7    4        
Surname6372    Name6372       2    6    5    4    2    7        
Surname6373    Name6373       4    5    4    9    8    6        
Surname6374    Name6374       9    1    1    7    9    10       
Surname6375    Name6375       3    8    5    9    6    3        
Surname6376    Name6376       7    7    4    7    4    6        
Surname6377    Name6377       3    2    4    8    1    1        
Surname6378    Name6378       1    1    10   7    5    5        
Surname6379    Name6379       4    5    1    4    3    9        
Surname6380    Name6380       6    4    1    5    1    2        
Surname6381    Name6381       1    3    2    5    1    10       
Surname6382    Name6382       6    7    2    5    8    1        
Surname6383    Name6383       6    10   1    7    8    10       
Surname6384    Name6384       6    4    1    7    5    2        
Surname6385    Name6385       1    6    6    1    5    7        
Surname6386    Name6386       4    7    10   4    10   7        
Surname6387    Name6387       9    6    5    7    2    10       
Surname6388    Name6388       10   6    3    4    7    10       
Surname6389    Name6389       5    6    7    4    4    6        
Surname6390    Name6390       9    10   9    10   10   6        
Surname6391    Name6391       4    9    3    5    6    2        
Surname6392    Name6392       5    10   1    8    3    3        
Surname6393    Name6393       7    1    9    7    7    5        
Surname6394    Name6394       3    10   2    10   10   2        
Surname6395    Name6395       8    8    6    2    10   10       
Surname6396    Name6396       6    3    8    5    4    8        
Surname6397    Name6397       8    8    9    10   9    5        
Surname6398    Name6398       4    1    9    4    3    1        
Surname6399    Name6399       7    10   2    8    9    4        
Surname6400    Name6400       9    2    7    3    2    5        
Surname6401    Name6401       10   8    6    1    8    6        
Surname6402    Name6402       6    10   8    7    4    4        
Surname6403    Name6403       8    7    5    1    1    1        
Surname6404    Name6404       1    3    6    7    7    9        
Surname6405    Name6405       6    10   8    7    7    5        
Surname6406    Name6406       10   9    3    9    2    5        
Surname6407    Name6407       4    9    7    3    9    1        
Surname6408    Name6408       6    4    9    10   3    5        
Surname6409    Name6409       5    10   4    3    9    8        
Surname6410    Name6410       2    3    5    9    9    10       
Surname6411    Name6411       2    6    8    2    2    1        
Surname6412    Name6412       8    2    4    9    7    6        
Surname6413    Name6413       10   1    8    3    7    1        
Surname6414    Name6414       7    6    5    5    10   10       
Surname6415    Name6415       5    5    4    5    10   4        
Surname6416    Name6416       10   9    2    2    10   8        
Surname6417    Name6417       9    1    3    5    2    5        
Surname6418    Name6418       4    5    8    8    4    1        
Surname6419    Name6419       3    3    1    3    6    8        
Surname6420    Name6420       7    7    1    2    8    6        
Surname6421    Name6421       5    1    10   4    6    5        
Surname6422    Name6422       2    9    3    8    6    2        
Surname6423    Name6423       2    5    5    8    2    10       
Surname6424    Name6424       10   10   9    9    9    7        
Surname6425    Name6425       3    8    7    6    6    8        
Surname6426    Name6426       10   9    7    7    1    5        
Surname6427    Name6427       9    8    5    8    1    2        
Surname6428    Name6428       9    8    2    3    5    2        
Surname6429    Name6429       4    8    9    5    9    6        
Surname6430    Name6430       8    9    7    6    5    8        
Surname6431    Name6431       7    3    6    2    3    9        
Surname6432    Name6432       8    2    3    2    1    2        
Surname6433    Name6433       5    5    9    10   2    2        
Surname6434    Name6434       9    4    5    1    3    3        
Surname6435    Name6435       9    7    4    10   3    6        
Surname6436    Name6436       6    3    10   3    5    10       
Surname6437    Name6437       6    10   7    3    10   5        
Surname6438    Name6438       3    3    6    2    4    6        
Surname6439    Name6439       1    10   8    10   3    5        
Surname6440    Name6440       7    8    10   4    3    8        
Surname6441    Name6441       4    10   1    8    5    1        
Surname6442    Name6442       1    6    3    10   6    2        
Surname6443    Name6443       9    3    5    9    4    2        
Surname6444    Name6444       7    5    4    8    7    6        
Surname6445    Name6445       4    3    3    9    4    4        
Surname6446    Name6446       5    3    1    1    10   10       
Surname6447    Name6447       5    2    4    5    9    6        
Surname6448    Name6448       4    5    9    2    10   7        
Surname6449    Name6449       2    7    7    8    7    10       
Surname6450    Name6450       10   8    5    3    3    9        
Surname6451    Name6451       6    3    5    2    7    4        
Surname6452    Name6452       7    10   1    4    6    3        
Surname6453    Name6453       7    8    10   2    6    3        
Surname6454    Name6454       8    7    4    10   8    9        
Surname6455    Name6455       9    1    8    2    3    4        
Surname6456    Name6456       10   8    7    1    7    3        
Surname6457    Name6457       2    8    4    3    2    3        
Surname6458    Name6458       3    3    5    1    6    4        
Surname6459    Name6459       9    7    2    4    1    3        
Surname6460    Name6460       7    9    1    5    6    9        
Surname6461    Name6461       8    7    7    9    8    5        
Surname6462    Name6462       8    1    9    1    6    9        
Surname6463    Name6463       8    7    8    7    5    6        
Surname6464    Name6464       7    6    5    9    7    5        
Surname6465    Name6465       10   1    10   10   7    4        
Surname6466    Name6466       5    6    8    9    4    1        
Surname6467    Name6467       2    4    10   3    1    4        
Surname6468    Name6468       5    3    10   3    10   8        
Surname6469    Name6469       8    10   4    5    2    7        
Surname6470    Name6470       2    4    3    8    8    3        
Surname6471    Name6471       8    5    9    7    3    6        
Surname6472    Name6472       6    3    7    4    1    9        
Surname6473    Name6473       9    6    3    7    10   6        
Surname6474    Name6474       1    1    6    6    2    6        
Surname6475    Name6475       3    7    6    9    1    2        
Surname6476    Name6476       9    6    3    1    3    2        
Surname6477    Name6477       10   1    3    5    3    8        
Surname6478    Name6478       6    10   9    5    5    6        
Surname6479    Name6479       6    8    9    1    7    9        
Surname6480    Name6480       5    2    3    3    8    4        
Surname6481    Name6481       3    8    5    2    6    7        
Surname6482    Name6482       6    3    4    3    5    2        
Surname6483    Name6483       2    8    2    9    9    1        
Surname6484    Name6484       9    4    6    6    7    3        
Surname6485    Name6485       9    5    6    5    4    10       
Surname6486    Name6486       10   2    6    6    8    3        
Surname6487    Name6487       9    10   2    10   6    1        
Surname6488    Name6488       7    8    2    3    8    2        
Surname6489    Name6489       4    10   8    10   9    9        
Surname6490    Name6490       6    4    4    4    7    3        
Surname6491    Name6491       8    9    5    1    6    2        
Surname6492    Name6492       4    10   8    8    2    8        
Surname6493    Name6493       7    2    2    6    4    1        
Surname6494    Name6494       4    5    2    6    4    4        
Surname6495    Name6495       1    4    9    9    2    10       
Surname6496    Name6496       8    1    7    2    1    8        
Surname6497    Name6497       8    7    4    4    10   1        
Surname6498    Name6498       4    5    4    7    2    5        
Surname6499    Name6499       7    3    9    9    4    6        
Surname6500    Name6500       3    4    7    2    10   1        
Surname6501    Name6501       7    2    2    8    1    5        
Surname6502    Name6502       2    8    5    2    8    1        
Surname6503    Name6503       4    6    5    3    10   4        
Surname6504    Name6504       8    8    7    7    2    6        
Surname6505    Name6505       1    4    7    9    9    10       
Surname6506    Name6506       2    2    8    7    8    1        
Surname6507    Name6507       2    8    8    4    5    8        
Surname6508    Name6508       7    6    8    9    9    1        
Surname6509    Name6509       9    1    1    1    7    6        
Surname6510    Name6510       1    8    2    7    1    4        
Surname6511    Name6511       8    3    7    1    4    1        
Surname6512    Name6512       7    7    1    1    9    2        
Surname6513    Name6513       10   10   1    3    4    2        
Surname6514    Name6514       3    7    8    6    1    4        
Surname6515    Name6515       6    5    4    7    4    5        
Surname6516    Name6516       2    10   5    8    4    7        
Surname6517    Name6517       6    3    6    7    4    1        
Surname6518    Name6518       3    2    6    2    10   6        
Surname6519    Name6519       2    9    1    9    10   8        
Surname6520    Name6520       7    8    7    3    4    6        
Surname6521    Name6521       5    10   6    4    6    1        
Surname6522    Name6522       4    3    3    5    3    3        
Surname6523    Name6523       6    3    3    6    5    6        
Surname6524    Name6524       4    1    4    6    3    5        
Surname6525    Name6525       4    1    5    3    1    4        
Surname6526    Name6526       6    8    4    3    1    4        
Surname6527    Name6527       7    10   2    4    5    3        
Surname6528    Name6528       7    7    5    10   7    8        
Surname6529    Name6529       6    8    8    5    5    1        
Surname6530    Name6530       4    7    7    6    9    4        
Surname6531    Name6531       6    10   10   1    6    6        
Surname6532    Name6532       1    1    3    9    9    3        
Surname6533    Name6533       2    7    2    2    10   2        
Surname6534    Name6534       6    4    8    9    3    9        
Surname6535    Name6535       8    3    4    10   2    7        
Surname6536    Name6536       7    4    2    7    4    7        
Surname6537    Name6537       3    7    1    4    7    2        
Surname6538    Name6538       4    1    3    1    9    4        
Surname6539    Name6539       1    3    2    1    2    5        
Surname6540    Name6540       7    9    8    5    4    9        
Surname6541    Name6541       6    4    10   6    1    9        
Surname6542    Name6542       9    3    10   3    4    8        
Surname6543    Name6543       6    2    9    6    2    9        
Surname6544    Name6544       1    3    2    7    2    5        
Surname6545    Name6545       3    8    9    10   4    10       
Surname6546    Name6546       10   6    9    7    7    7        
Surname6547    Name6547       9    8    7    1    2    10       
Surname6548    Name6548       5    2    4    4    5    7        
Surname6549    Name6549       10   10   9    2    10   2        
Surname6550    Name6550       5    10   6    6    5    3        
